# Phase 5g-0: every AD_Process in the seed dictionary, classified by how
# it executes.
#
# Only `java-process` rows are eligible for the Phase 5g-1e write/process
# fixture. `report` rows belong to Phase 5g-2, `workflow` rows to the
# document increments, and `declaration-only` rows execute nothing.
#
# Generated by scripts/phase5/generate-phase5g-inventories.py from
# db/ddlutils/adempiere-data.xml. Do not hand-edit.
ad_process_id	value	name	entity_type	is_active	execution_class	classname	procedure_name	reason
328	AD_ColumnEncryption	Column Encryption	D	Y	java-process	org.compiere.process.ColumnEncryption	-	Classname is set and no report/workflow overrides it
329	RV_Cost	Product Cost	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
330	RV_CostSummary	Product Cost Summary	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
331	RV_CostDetail	Product Cost Detail	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
332	C_LandedCost_Distribution	Distribute Costs	D	Y	java-process	org.compiere.process.LandedCostDistribute	-	Classname is set and no report/workflow overrides it
333	RV_OrderDetail	Order Detail	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
334	RV_BPartner	Business Partner Detail	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
335	M_Cost Create	Create Costing Records	D	Y	java-process	org.compiere.process.CostCreate	-	Classname is set and no report/workflow overrides it
336	C_TaxDeclaration Create	Create Tax Declaration	D	Y	java-process	org.compiere.process.TaxDeclarationCreate	-	Classname is set and no report/workflow overrides it
337	M_Requisition_POCreate	Create PO from Requisition	D	Y	java-process	org.compiere.process.RequisitionPOCreate	-	Classname is set and no report/workflow overrides it
338	C_AcctSchema_CopyAcct	Create GL/Default	D	Y	java-process	org.compiere.process.AcctSchemaCopyAcct	-	Classname is set and no report/workflow overrides it
339	AD_Issue Report	Report or Update Issue	D	Y	java-process	org.compiere.process.IssueReport	-	Classname is set and no report/workflow overrides it
340	RV_C_Invoice_ProductMonth	Monthly Invoice Product	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
341	RV_C_Invoice_ProductQtr	Quarter Invoice Product	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
342	AD_System Validate Support	Validate Support	D	Y	java-process	org.compiere.process.SystemValidate	-	Classname is set and no report/workflow overrides it
343	Import_Payment	Import Payments	D	Y	java-process	org.compiere.process.ImportPayment	-	Classname is set and no report/workflow overrides it
344	CM_CStage_Validate	Validate	D	Y	java-process	org.compiere.cm.CStageValidate	-	Classname is set and no report/workflow overrides it
345	CM_Deploy	Deploy Web Project	D	Y	java-process	org.compiere.cm.WebProjectDeploy	-	Classname is set and no report/workflow overrides it
346	M_Product_BOMs	Verify BOMs	D	Y	java-process	org.compiere.process.BOMValidate	-	Classname is set and no report/workflow overrides it
347	CM_Template_Validate	Validate	D	Y	java-process	org.compiere.cm.TemplateValidate	-	Classname is set and no report/workflow overrides it
348	AD_EntityType_Register	Register Extension	D	Y	java-process	org.compiere.process.EntityTypeRegister	-	Classname is set and no report/workflow overrides it
349	AD_InfoWindow_Validate	Validate	D	Y	java-process	org.compiere.process.InfoWindowValidate	-	Classname is set and no report/workflow overrides it
350	K_Index_ReRun	Rebuild Index	D	Y	java-process	org.compiere.process.KIndexRerun	-	Classname is set and no report/workflow overrides it
352	CM_Media_DirectDeploy	Media Direct Deploy	D	Y	java-process	org.compiere.cm.MediaDirectDeploy	-	Classname is set and no report/workflow overrides it
50002	PackRoll	PackRoll	D	Y	java-process	org.adempiere.pipo.PackRoll	-	Classname is set and no report/workflow overrides it
50004	PackOut	PackOut	D	Y	java-process	org.adempiere.pipo.PackOut	-	Classname is set and no report/workflow overrides it
50006	File_Select	File_Select	D	Y	java-process	com.compiere.packbuilder.Select_File	-	Classname is set and no report/workflow overrides it
50008	PackIn	PackIn	D	Y	java-process	org.adempiere.pipo.PackIn	-	Classname is set and no report/workflow overrides it
50010	CopyRole	Copy Role	D	Y	java-process	org.compiere.process.CopyRole	-	Classname is set and no report/workflow overrides it
50011	AD_Table_CopyColumnsFromTable	Copy Columns from Table	D	Y	java-process	org.compiere.process.CopyColumnsFromTable	-	Classname is set and no report/workflow overrides it
50012	Request EMail Processor	Request EMail Processor	D	Y	java-process	org.compiere.process.RequestEMailProcessor	-	Classname is set and no report/workflow overrides it
52000	M_RMA_CreateOrder	Create Order From RMA	D	Y	java-process	org.adempiere.process.RMACreateOrder	-	Classname is set and no report/workflow overrides it
52001	M_InOut_GenerateRMA (Manual)	Generate Shipments for Vendor RMA	D	Y	java-process	org.adempiere.process.InOutGenerateRMA	-	Classname is set and no report/workflow overrides it
52002	C_Invoice_GenerateRMA (Manual)	Generate Invoices for Vendor RMA	D	Y	java-process	org.adempiere.process.InvoiceGenerateRMA	-	Classname is set and no report/workflow overrides it
52003	U_RoleMenu_Update	Update Role Menu	D	Y	java-process	org.adempiere.process.UpdateRoleMenu	-	Classname is set and no report/workflow overrides it
53002	Setup Web POS	Setup Web POS	D	Y	java-process	org.posterita.process.SetupWebPOS	-	Classname is set and no report/workflow overrides it
53004	PP_Product_BOM CopyFrom	PP_Product_BOM CopyFrom	EE01	Y	java-process	org.eevolution.process.CopyFromBOM	-	Classname is set and no report/workflow overrides it
53006	PP_Multi Level BOM & Formula	Multi Level BOM & Formula Detail	EE01	Y	report	org.eevolution.process.PrintBOM	-	IsReport=Y or a JasperReport is declared
53008	PP_Mutiple Components Change	Mutiple Components Change	EE01	Y	java-process	org.eevolution.process.ComponentChange	-	Classname is set and no report/workflow overrides it
53010	PP_Product_Planning	Create Product Planning	EE01	Y	java-process	org.eevolution.process.CreateProductPlanning	-	Classname is set and no report/workflow overrides it
53012	PP_Calculate Low Level	Calculate Low Level	EE01	Y	java-process	org.eevolution.process.CalculateLowLevel	-	Classname is set and no report/workflow overrides it
53014	PP_Create Record MRP	Create Record MRP	EE01	Y	java-process	org.eevolution.process.MRPUpdate	-	Classname is set and no report/workflow overrides it
53016	PP_Calculate Material Plan	Calculate Material Plan	EE01	Y	java-process	org.eevolution.process.MRP	-	Classname is set and no report/workflow overrides it
53018	RV_PP_MRP	MRP Details	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53020	PP_Calculate Capacity Plan	Calculate Capacity Plan	EE01	Y	java-process	org.eevolution.process.CRP	-	Classname is set and no report/workflow overrides it
53022	DD_Calculate Distribution Plan	Calculate Distribution Plan	EE01	Y	java-process	org.eevolution.process.MRP	-	Classname is set and no report/workflow overrides it
53024	RV_DD_DRP	DRP Details	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53026	PP_Order	Process Manufacturing Order	EE01	Y	workflow	-	-	AD_Workflow_ID is set, so ProcessCtl starts a workflow
53028	Rpt PP_Order	Manufacturing Order	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53030	PP_Manufacturing Orders Review	Manufacturing Orders Review	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53032	PP_Component Check	Component Check	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53034	PP_Print & Release Order	Print & Release Order	EE01	Y	java-process	org.eevolution.process.CompletePrintOrder	-	Classname is set and no report/workflow overrides it
53036	RV_PP_Inventory in Process	Inventory in Process	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53038	PP_Cost_Collector	Process Cost Collector	EE01	Y	workflow	-	-	AD_Workflow_ID is set, so ProcessCtl starts a workflow
53040	RV_PP_Operation_Activity	Shop Floor Transaction Details	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53042	DD_Order Process	Process Distribution Order	EE01	Y	workflow	-	-	AD_Workflow_ID is set, so ProcessCtl starts a workflow
53044	Rpt DD_Order	Distribution Order Print	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53046	M_Generate Movement	Generate Movement	EE01	Y	java-process	org.eevolution.process.MovementGenerate	-	Classname is set and no report/workflow overrides it
53048	QM_Print Test Results	Print Test Results	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53050	PP_Create DocType	Create Doc Type to Manufacturing	D	Y	java-process	org.eevolution.process.CreateDocType	-	Classname is set and no report/workflow overrides it
53052	PP_Cost_Element	Create Element	EE01	Y	java-process	org.eevolution.process.CreateCostElement	-	Classname is set and no report/workflow overrides it
53054	RV_PP_Product_Costing	Product Costing	EE01	N	report	-	-	IsReport=Y or a JasperReport is declared
53056	PP_Copy Price to Standard Cost	Copy Price to Standard Cost	EE01	Y	java-process	org.eevolution.process.CopyPriceToStandard	-	Classname is set and no report/workflow overrides it
53058	PP_Workflow Cost Roll-Up	Workflow Cost Roll-Up	EE01	Y	java-process	org.eevolution.process.RollupWorkflow	-	Classname is set and no report/workflow overrides it
53060	PP_Cost Workflow & Process Review	Cost Workflow & Process Details	EE01	N	declaration-only	-	-	no Classname, ProcedureName, workflow or report
53062	PP_Bill of Material Cost Roll-UP	Bill of Material & Formula Cost Roll-UP	EE01	Y	java-process	org.eevolution.process.RollupBillOfMaterial	-	Classname is set and no report/workflow overrides it
53063	FinReportJasper	Create Report (Jasper)	D	Y	java-process	org.compiere.report.FinReportJasper	-	Classname is set and no report/workflow overrides it
53065	ASP Generate Fields	ASP Generate Fields	D	Y	java-process	org.adempiere.process.ASPGenerateFields	-	Classname is set and no report/workflow overrides it
53067	ASP Generate Level	ASP Generate Level	D	Y	java-process	org.adempiere.process.ASPGenerateLevel	-	Classname is set and no report/workflow overrides it
53068	Sequence_No_Update	Update Sequence No	D	Y	java-process	org.adempiere.process.UpdateSequenceNo	-	Classname is set and no report/workflow overrides it
53069	ApplyMigrationScripts	Apply Migration Scripts	D	Y	java-process	org.adempiere.process.ApplyMigrationScripts	-	Classname is set and no report/workflow overrides it
53070	PrepareMigrationScripts	Prepare Migration Scripts	D	Y	java-process	org.adempiere.process.PrepareMigrationScripts	-	Classname is set and no report/workflow overrides it
53072	C_Invoce Calculate Tax	C_Invoce Calculate Tax	EE04	Y	java-process	org.eevolution.process.InvoiceCalculateTax	-	Classname is set and no report/workflow overrides it
53074	EXP_Format TestImportModel	Test Import Model	EE05	Y	java-process	org.adempiere.process.rpl.imp.ModelImporter	-	Classname is set and no report/workflow overrides it
53076	HR_Process Process	Process Payroll	EE02	Y	workflow	-	-	AD_Workflow_ID is set, so ProcessCtl starts a workflow
53078	HR_Payroll Concept	Create Concept for Payroll	EE02	Y	java-process	org.eevolution.process.HRCreateConcept	-	Classname is set and no report/workflow overrides it
53080	HR_Payroll Period	HRPayroll Create Periods	EE02	Y	java-process	org.eevolution.process.HRCreatePeriods	-	Classname is set and no report/workflow overrides it
53082	HR_PayrollProcessing	Payroll Processing	EE02	Y	java-process	org.eevolution.process.PayrollProcessing	-	Classname is set and no report/workflow overrides it
53084	HR_Payroll Send EMail	Payroll Send EMail	EE02	Y	java-process	org.eevolution.process.PayrollViaEMail	-	Classname is set and no report/workflow overrides it
53085	EXP_Format Generator	Export Format Generator	EE05	Y	java-process	org.eevolution.process.ExportFormatGenerator	-	Classname is set and no report/workflow overrides it
53089	EXP_Format TestExportModel	Test Export Model	EE05	Y	java-process	org.adempiere.process.rpl.exp.ModelExporter	-	Classname is set and no report/workflow overrides it
53091	Import_FAJournal	Import FA Journal	D	Y	java-process	org.compiere.FA.ImportFAJournal2	-	Classname is set and no report/workflow overrides it
53093	A_Build_Depr_Forefile	Build Depreciation Forecast File	D	Y	report	org.compiere.FA.BuildDepForecastFile	-	IsReport=Y or a JasperReport is declared
53095	A_Asset_Process_Entry	Process Entry	D	N	sql-procedure	-	A_DEPRECIATION_ENTRY_PROC	ProcedureName is set with no Java class
53097	RV_Asset_Disposal_Entry_Rpt	Asset Disposal Expense Entry Rpt	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53099	RV_Asset_Transfer_Entry	Asset Transfer Entry	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53101	A_Asset_Split	A_Asset_Split	D	Y	java-process	org.compiere.FA.AssetSplit	-	Classname is set and no report/workflow overrides it
53103	A_Asset_Disposal	A_Asset_Disposal	D	Y	java-process	org.compiere.FA.AssetDisposed	-	Classname is set and no report/workflow overrides it
53105	A_Depreciation_Transfer	A_Depreciation_Transfer	D	Y	java-process	org.compiere.FA.AssetTransfer	-	Classname is set and no report/workflow overrides it
53107	RV_Asset_Split_Entry	Asset Split Entry	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53109	RV_Asset_Depreciation_Exp_Entry	Depreciation Expense Entry	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53111	A_Build_Depr_Workfile	Build Depreciation Workfile	D	Y	java-process	org.compiere.FA.BuildDepWorkFile	-	Classname is set and no report/workflow overrides it
53113	RV_Asset_Depreciation_Forecast	Asset Depreciation Forecast	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53115	RV_Asset_Parent_Report	RV_Asset_Parent_Report	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53117	RV_Depreciation_Table	RV_Depreciation_Table	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53119	RV_Asset_Spread_Rpt	Spread Report	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53121	RV_Asset_Depreciation_Method	RV_Asset_Depreciation_Method	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53123	A_Create_Function	Create Depreciation Function	D	Y	sql-procedure	-	A_Create_Function	ProcedureName is set with no Java class
53125	RV_Asset_Convention_Rpt	RV_Asset_Convention_Rpt	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53127	A_Depreciation_Entry_Cleanup	A_Depreciation_Entry_Cleanup	D	N	sql-procedure	-	A_Depreciation_Entry_Cleanup	ProcedureName is set with no Java class
53129	RV_Depreciation_Calculation_Methods	RV_Depreciation_Calculation_Methods	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53131	RV_Asset_Group_Defaults	RV_Asset_Group_Defaults	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53133	A_InboundChrgGL	Inbound Charges for GL	D	Y	java-process	org.compiere.FA.CreateGLAsset	-	Classname is set and no report/workflow overrides it
53135	RV_Asset_Inbound_Charge_Entry	Inbound Charge Entry Report	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53137	A_InboundChrgAP	Inbound Charges for AP	D	Y	java-process	org.compiere.FA.CreateInvoicedAsset	-	Classname is set and no report/workflow overrides it
53139	Import Asset	Import Asset	D	Y	java-process	org.compiere.FA.ImportAsset	-	Classname is set and no report/workflow overrides it
53144	RV_M_Forecast	Forecast Report	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53146	RV_M_Forecast_Period	Forecast Report by Period	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53148	M_Forecast Calculate	Calculate Forecast	EE01	Y	report	@script:beanshell:	-	IsReport=Y or a JasperReport is declared
53150	M_DistributionRun Orders	Distribution Run Orders	EE01	Y	java-process	org.eevolution.process.DistributionRunOrders	-	Classname is set and no report/workflow overrides it
53151	RV_DD_OrderDetail	Distribution Order Detail	EE01	Y	report	-	-	IsReport=Y or a JasperReport is declared
53152	ImmediateBankTransfer	Immediate Bank Transfer	D	Y	java-process	org.adempiere.process.ImmediateBankTransfer	-	Classname is set and no report/workflow overrides it
53153	C_BankStatement BankTransfer	Bank Transfer	D	Y	java-process	org.eevolution.process.BankTransfer	-	Classname is set and no report/workflow overrides it
53154	HouseKeepingPara	HouseKeeping	D	Y	java-process	org.adempiere.process.HouseKeeping	-	Classname is set and no report/workflow overrides it
53155	HouseKeeping	House Keeping	D	Y	java-process	org.adempiere.process.HouseKeeping	-	Classname is set and no report/workflow overrides it
53156	AD_Native_Sequence_Enable	Enable Native Sequence	D	Y	java-process	org.eevolution.process.EnableNativeSequence	-	Classname is set and no report/workflow overrides it
53159	PP_CostBillOfMaterial	Cost BOM Multi Level Review	EE01	Y	report	org.eevolution.report.CostBillOfMaterial	-	IsReport=Y or a JasperReport is declared
53160	PP_Cost Frozen/UnFrozen	Frozen/UnFrozen Cost	EE01	Y	java-process	org.eevolution.process.FrozenUnFrozenCost	-	Classname is set and no report/workflow overrides it
53161	InitialClientSetup	Initial Client Setup Process	D	Y	java-process	org.adempiere.process.InitialClientSetup	-	Classname is set and no report/workflow overrides it
53163	Import_Price_List	Import Price Lists	D	Y	java-process	org.adempiere.process.ImportPriceList	-	Classname is set and no report/workflow overrides it
53166	FactAcctSummary	Recalculate Cube	D	Y	java-process	org.compiere.process.FactAcctSummary	-	Classname is set and no report/workflow overrides it
53176	RV_Order_Trx	Order Transactions	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53179	CopyFromProcess	Copy From Report and Process	D	Y	java-process	org.compiere.process.CopyReportProcess	-	Classname is set and no report/workflow overrides it
53187	Client_Acct_Processor	Client Accounting Processor	D	Y	java-process	org.adempiere.process.ClientAcctProcessor	-	Classname is set and no report/workflow overrides it
53189	RV_Storage_Per_Product	Storage per Product	D	Y	report	-	-	IsReport=Y or a JasperReport is declared
53197	Import_PayrollMovement	Import Payroll Movement	EE02	Y	java-process	org.eevolution.process.ImportPayrollMovement	-	Classname is set and no report/workflow overrides it
53199	C_Allocation_Reset_Direct	Reset Allocation Direct	D	Y	java-process	org.compiere.process.AllocationReset	-	Classname is set and no report/workflow overrides it
53200	Import_ProductPlanning	Import Product Planning and Forecast	EE01	Y	java-process	org.eevolution.process.ImportProductPlanning	-	Classname is set and no report/workflow overrides it
53202	C_POSKeyGenerate	POS Key Generate	D	Y	java-process	org.compiere.process.PosKeyGenerate	-	Classname is set and no report/workflow overrides it
53206	M_Product CopyFrom	Copy from product	D	Y	java-process	org.compiere.process.CopyProduct	-	Classname is set and no report/workflow overrides it
53216	ImportInventoryMovement	ImportInventoryMovement	EE01	Y	java-process	org.eevolution.process.ImportInventoryMove	-	Classname is set and no report/workflow overrides it
53231	Import_ProductBOM	Import Product BOM	EE01	Y	java-process	org.eevolution.process.ImportProductBOM	-	Classname is set and no report/workflow overrides it
